disco,Co my teraz z kutafonem nachlanym zrobimy
disco,Chyba z zębów łomem pyska oczyścimy
disco,Hej szto zrobiłeś ryjem w gnój zaryłeś
disco,i hanawicy upierdoliłeś
disco,Stoi w progu zarzygany cały ujebany
disco,znowu upierdoli gównem nam dywany
disco,Pies go jebał jeszcze bydle po chacie się wala
disco,A już katolicki do drzwi napierdala
disco,Hej szto zrobiłeś ryjem w gnój zaryłeś
disco,Kaszulu kaścielnu poplamiłeś
disco,Hej szto ty zrobił ryjem w gnój zarył
disco,Kapotu nawiutku upierdolił
disco,Hej szto zrobiłeś ryjem w gnój zaryłeś
disco,i hanawicy upierdoliłeś
disco,"Kiedy poszedł ja do chliewa,"
disco,"By zobaczyć moich świń,"
disco,"To strzeliła mnie chaliera,"
disco,Bo ktoś chliew wysadził mi.
disco,"Bo w naszej wsi jest najlepsza samogonka,"
disco,"Bo w naszej wsi jest najlepszy chlieb,"
disco,"Bo w naszej wsi można napić się u Bronka,"
disco,Bo w naszej wsi jest najlepszy skliep.
disco,"Kiedy poszedł do stodoły,"
disco,"To już lekko pijany był,"
disco,"W chacie wypił cztery piwa,"
disco,Które Mietek przyniósł mi.
disco,"Bo w naszej wsi jest najlepsza samogonka,"
disco,"Bo w naszej wsi jest najlepszy chlieb,"
disco,"Bo w naszej wsi można napić się u Bronka,"
disco,Bo w naszej wsi jest najlepszy skliep.
disco,"A gdy poszedł ja na pole,"
disco,"To nie widział wtedy nic,"
disco,"Bo spirytus padł na oczy,"
disco,Ale dobrze było mi.
disco,"Bo w naszej wsi jest najlepsza samogonka,"
disco,"Bo w naszej wsi jest najlepszy chlieb,"
disco,"Bo w naszej wsi można napić się u Bronka,"
disco,Bo w naszej wsi jest najlepszy skliep.
disco,"1, 2, 5, 7 . Jechał rolnik na ciągniku smaczne liody wiózł w koszyku a w traktorze ciepło było to się liodów pięć stopiło wrócił rolnik więc do miasta kupił żonce jeszcze ciasta jechał szybko on po szosie dłubał brudnym palcem w nosie."
disco,Ref. Rewelacja wśród rolników liody liody na patyku! Proszę Ciebie tutaj właśnie wszystkie liody żrą tu właśnie.
disco,"Jechał rolnik drogą polną koło chaty w słup pierdolnął wszystkie liody w twarz mu dali, na sweterek mu kapali szybko żonka prylecieła i z ciągnika chuja zdjęła, a milicja przyjechała na kolegium wniosek dała ."
disco,Ref. Jechał rolnik na ciągniku miał on gnój na rozrzutniku. Proszę Ciebie tutaj właśnie takie chamy są tu właśnie.
disco,Wziął raz rolnik świniom dawał później traktor w chlewie spawał wypił ćwiartką samogonki  z mordą skakał on do żonki kiedy jechał Ukrainą pił z butelki smaczne wino a ten rower był skoszony no i łańcuch spierdolony .
disco,Ref. Jechał rolnik na ciągniku miał i miał gnój na rozrzutniku. Proszę Ciebie tutaj właśnie takie chamy są tu właśnie .
disco,"Kiedy jechał ja traktorem,"
disco,To zobaczył wtedy cię.
disco,"Gnój na polu ty nosiła, w tobie ja zakochał się."
disco,"ref. Za te pachy spocone,"
disco,"Oddech świeży,śledziowy,"
disco,"Oddam ci knura swego, kocham cię, kocham cię."
disco,"Za te pachy spocone, oddech świeży śledziowy oddam ci knura swego- kocham cię."
disco,"Wtedy ty podeszła do mnie,"
disco,Kiedy ja zawołał cię.
disco,Miał ja wtedy filcy nowe. Tobie też spodobał się.
disco,ref. Za te pachy...
disco,La la la la la la la la
disco,La la la la la
disco,La la la la la la la la
disco,La la la la la la
disco,"Wstawaj chuju, kryczy głośno sąsiad"
disco,"Dzis sobota, będziem bawić sia"
disco,Dresy już gotowe do włożenia
disco,No i trampki w sieni stoją też
disco,"I raz, dwa, pięć, siedem!"
disco,"Będziem bawić się, głośno kryczeć: A!"
disco,"W ręce klaskac też, aż remizu zamkną"
disco,"Będziem bawić sia, czadu treba dziś dać"
disco,Mordu komuś zlać nikt nam nie podskoczy
disco,Tak my bawim sia!
disco,La la la la la la la la
disco,La la la la la
disco,La la la la la la la la
disco,La la la la la la
disco,Czasem treba kogoś napierdolić
disco,Dać sztachetą w plecy mocno tak
disco,Potem  (?)  mu zajebać
disco,I do rana można bawić sia
disco,Będziem bawic sia!
disco,"Będziem bawic sia, głośno kryczeć: A!"
disco,"W ręce klaskac też, aż remizu zamkną"
disco,"Będziem bawić sia, czadu treba dziś dać"
disco,Mordu komuś zlać nikt nam nie podskoczy
disco,Tak my bawim sia!
disco,"Tak bawili sia, mordu darli: A!"
disco,Remizu zamknęli
disco,"Zabawili sia, czadu dali my"
disco,"Trampki porwali, dresy ujebali"
disco,Tak bawili sia
disco,La la la la la la la la
disco,La la la la la
disco,La la la la la la la la
disco,La la la la la la
disco,La la la la la la la la
disco,La la la la la
disco,La la la la la la la la
disco,La la la la la la
disco,A a a a a a
disco,"Tak bawili sia, mordu darli: A!"
disco,Remizu zamknęli
disco,"Zabawili sia, czadu dali my"
disco,"Trampki porwali, dresy ujebali"
disco,Tak bawili sia
disco,"Tak bawili sia, mordu darli: A!"
disco,Remizu zamknęli
disco,"Zabawili sia, czadu dali my"
disco,"Trampki porwali, dresy ujebali"
disco,Tak bawili siaaaaaa
disco,a a a a a a a
disco,Ta bawili sia….
disco,Tak bawili sia…
disco,One Two Tree
disco,One Two Tree
disco,Rol-rol-rol-rol-rol-rol...
disco,"Rolę zostawił, do miasta zwiał, mówił: naprawił"
disco,ja teraz swój świat
disco,"Rozrzutnik sprzedał, sto złote wziął"
disco,Więcej nie trzeba gdy piękna jest noc
disco,"Wioska moja kochana, wioska moja jedyna"
disco,Co sobotę zadyma
disco,Na drodze asfaltu nima
disco,"Wioska Moja kochana, wioska moja jedyna"
disco,"Chołodna u nas zima, a latem słońca nima"
disco,"NIMA, NIMA ASFALTU NIMA"
disco,Do karczmy poszedł i wódkę pił
disco,A gruby Mietek mordę mu zbił
disco,"Grosze zabrali, i filcy też"
disco,W ścienu rzucili i tak sobie leż
disco,"Wioska moja kochana, wioska moja jedyna"
disco,"biedota niesłychana, roboty tutaj nima"
disco,"ZAGRODA, ZA-ZA-ZA-ZAGRODA"
disco,"Dlaczego pan nie gwiżdże, panie Turek?  Niech pan dokończy to spotkanie. Tędy."
disco,"I 14 meczy bramki łapie piłkę, Turku kończ ten mecz!"
disco,"Przyszedł dzień balowy,"
disco,Na zabawę jechać czas.
disco,Bo dzisiaj jest w remizie disko
disco,I wszyscy będą bawić się.
disco,"Wziąłem nowe dresy,"
disco,Co matka mi kupiła dziś.
disco,Zasznurowałem brudne trampki
disco,I wyruszyłem bawić się.
disco,"Chlaj, chlaj samogon aż do rana,"
disco,"Chlaj, chlaj zażygaj też Stefana."
disco,"Daj, daj, daj mu w mordę,"
disco,Jak podskoczy Ci.
disco,"Tańcz, tańcz i kręć rolnicze żonki,"
disco,"Tańcz, tańcz i mów, że jesteś z Kamionki,"
disco,"Tańcz, tańcz,"
disco,Może która da poruchać Ci.
disco,"Disko się rozkręca,"
disco,Wszystkie już napili się.
disco,"Szukają teraz tu zaczepki,"
disco,Bo to wieśniackie mordy są.
disco,"Jeden podszedł do mnie,"
disco,Zachlapał trampki całe mi.
disco,"A z mordy rybą mu waliło,"
disco,"To nie wiedziałem, co ze mną jest."
disco,"Zlej, zlej tępego chama z wioski,"
disco,"Zlej, zlej, to Miecio Chodorwski."
disco,"Zlej, zlej,"
disco,To szybko uspokoi się.
disco,"Wal, wal nie żałuj swoich trampek,"
disco,"Wal, wal i pokaż, co potrafisz."
disco,"Wal, daj siekierą w plecy mu."
disco,Odkąd zobaczyłem ciebie
disco,"Nie mogę jeść, nie mogę spać"
disco,"Jak do tego doszło, nie wiem?"
disco,Miłość o sobie dała znać
disco,Co poradzić mogę na to
disco,Że miłość przyszła właśnie dziś
disco,Że w sercu mym jest lato
disco,A w moich myślach jesteś ty
disco,"Przez twe oczy, te oczy zielone oszalałem"
disco,Gwiazdy chyba twym oczom oddały cały blask
disco,A ja serce miłości spragnione ci oddałem
disco,"Tak zakochać, zakochać się można tylko raz"
disco,W mych ramionach cię ukryję
disco,U stóp Ci złożę cały świat
disco,Serce me dla ciebie bije
disco,I czeka na twój mały znak.
disco,Jeden uśmiech twój wystarczy
disco,I moje serce gubi rytm
disco,O twą miłość będę walczył
disco,O miłość walczyć to nie wstyd
disco,"Przez twe oczy, te oczy zielone oszalałem"
disco,Gwiazdy chyba twym oczom oddały cały blask
disco,A ja serce miłości spragnione ci oddałem
disco,"Tak zakochać, zakochać się można tylko raz"
disco,Kto się chociaż raz zakochał ten na pewno o tym wie.
disco,Nie należy pytać panny czy całować ją czy nie.
disco,Jeśli kochasz nie pytaj o wiek.
disco,Jeśli kochasz to kochaj ile chcesz.
disco,"Jeśli kochasz to całuj nie raz,"
disco,bo jak już kochać to na pełen gaz.
disco,Jeśli kochasz nie pytaj o wiek.
disco,Jeśli kochasz to kochaj ile chcesz.
disco,"Jeśli kochasz to całuj nie raz,"
disco,bo jak już kochać to na pełen gaz.
disco,"Oczy po to są by patrzeć, by zamykać je do snu."
disco,Usta po to by całować je na każdym rendez-vous.
disco,Jeśli kochasz nie pytaj o wiek.
disco,Jeśli kochasz to kochaj ile chcesz.
disco,"Jeśli kochasz to całuj nie raz,"
disco,bo jak już kochać to na pełen gaz.
disco,Jeśli kochasz nie pytaj o wiek.
disco,Jeśli kochasz to kochaj ile chcesz.
disco,"Jeśli kochasz to całuj nie raz,"
disco,bo jak już kochać to na pełen gaz.
disco,"Umówiłem się z dziewczyną,"
disco,taką piękną niczym cud.
disco,"Po minucie już wiedziałem,"
disco,że ma usta tak jak miód.
disco,Jeśli kochasz nie pytaj o wiek.
disco,Jeśli kochasz to kochaj ile chcesz.
disco,"Jeśli kochasz to całuj nie raz,"
disco,bo jak już kochać to na pełen gaz.
disco,Jeśli kochasz nie pytaj o wiek.
disco,Jeśli kochasz to kochaj ile chcesz.
disco,"Jeśli kochasz to całuj nie raz,"
disco,bo jak już kochać to na pełen gaz.
disco,"Niewiele pozostało wspomnień z tamtych dni,"
disco,Lecz jedno zawsze mam w pamięci.
disco,"Ta chwila, kiedy srebrem malowaną nić"
disco,We włosy twoje wplatał księżyc.
disco,"Nie wiedziałem wtedy jeszcze, że ostatni raz"
disco,W twoich oczach tylko dla mnie gwiazdy lśnią.
disco,"Nie wierzyłem, że są wichry, co rozwieją nas"
disco,I że każda gwiazda w oczach będzie łzą.
disco,"Mijają lata, nieprzerwanie pędzi czas,"
disco,Jak talia kart się los odwraca.
disco,"I tylko czasem, gdy księżyca widzę blask,"
disco,Ten obraz mej pamięci wraca.
disco,"Nie wiedziałem wtedy jeszcze, że ostatni raz"
disco,W twoich oczach tylko dla mnie gwiazdy lśnią.
disco,"Nie wierzyłem, że są wichry, co rozwieją nas"
disco,I że każda gwiazda w oczach będzie łzą.
disco,"Nie wiedziałem wtedy jeszcze, że ostatni raz"
disco,W twoich oczach tylko dla mnie gwiazdy lśnią.
disco,"Nie wierzyłem, że są wichry, co rozwieją nas"
disco,I że każda gwiazda w oczach będzie łzą.
disco,"Noc, noc, noc, niebo pełne gwiazd,"
disco,Zmrok się w ciemność nagle zmienia.
disco,"Wiem, wiem, wiem, jedna spośród nich,"
disco,Może moje spełnić pragnienia.
disco,"Nikt nie dowie się, czego bardzo chcę,"
disco,O czym marzę gdzieś na serca dnie.
disco,"Chyba tylko ty, możesz w oczach mych,"
disco,Znaleźć tę ukrytą prawdę.
disco,"Gwiazda w górze lśni,"
disco,Pierwszym mym życzeniem jesteś ty!
disco,"Spadająca gwiazda spełnia sny,"
disco,W których główną rolę grasz ty!
disco,"Tak, tak, tak, spada jedna z gwiazd,"
disco,Cicho zsuwa się z wysoka.
disco,"Może dziś wreszcie powiem ci,"
disco,"Powiem, jak cię bardzo kocham."
disco,"Cały świat niech wie, że ja kocham cię,"
disco,że bez ciebie żyć nie umiem już.
disco,"Popatrz w oczy me, bo gdzieś na ich dnie"
disco,znajdziesz tę ukrytą prawdę.
disco,"Gwiazda w górze lśni,"
disco,pierwszym mym życzeniem jesteś ty!
disco,"Spadająca gwiazda spełnia sny,"
disco,w których główną rolę grasz ty!
disco,"Gwiazda w górze lśni,"
disco,pierwszym mym życzeniem jesteś ty!
disco,"Spadająca gwiazda spełnia sny,"
disco,w których główną rolę grasz ty!
disco,"Cały świat niech wie, że ja kocham cię,"
disco,że bez ciebie żyć nie umiem już.
disco,"Popatrz w oczy me, bo gdzieś na ich dnie"
disco,znajdziesz tę ukrytą prawdę...
disco,"Gwiazda w górze lśni,"
disco,pierwszym mym życzeniem jesteś ty!
disco,"Spadająca gwiazda spełnia sny,"
disco,w których główną rolę grasz ty! / x Gwiazda!
disco,W dyskotece zobaczyłem ją:
disco,"Kocie oczy, włosy jasno-blond."
disco,"Piła drinki, whisky, potem dżin,"
disco,Wiedziałem - tylko ona albo nikt.
disco,"W rytm muzyki zawirował świat,"
disco,"W wyobraźni - tylko ty i ja,"
disco,"Twe spojrzenie, czerwień twoich ust..."
disco,Miłości magia zadziałała już.
disco,"Dziewczyno z klubu disco,"
disco,"Dziewczyno nieznajoma,"
disco,"Oddałbym chyba wszystko,"
disco,Byś była w mych ramionach.
disco,"Dziewczyno z klubu disco,"
disco,"Chciałbym cię zaczarować,"
disco,"Bo chcę mieć ciebie blisko,"
disco,Bo mi się tak podobasz!
disco,"Świat wypiękniał od tamtego dnia,"
disco,Dyskoteka w moim sercu gra.
disco,"Wczoraj do mnie uśmiechnęłaś się,"
disco,Więc może ci wyjawię sekret ten.
disco,"Dziewczyno z klubu disco,"
disco,"Dziewczyno nieznajoma,"
disco,"Oddałbym chyba wszystko,"
disco,Byś była w mych ramionach.
disco,"Dziewczyno z klubu disco,"
disco,"Chciałbym cię zaczarować,"
disco,"Bo chcę mieć ciebie blisko,"
disco,Bo mi się tak podobasz! / 2
disco,"Dlaczego, gdy patrzę ci w oczy, ty tego nie widzisz."
disco,"Dlaczego, gdy szeptam do ucha, ty tego nie słyszysz."
disco,"Udajesz, bo wiem, że na pewno się tego nie wstydzisz,"
disco,"że kochasz, więc przerwij tę okrutna, trwajacą ciszę."
disco,"Tańczyłaś tak pięknie, gdy wiosna do drzwi zastukała."
disco,"Wzdychałaś tak dźwięcznie, gdy moja muzyka gdzieś grała."
disco,"I teraz udajesz, bo nie chcesz powiedzieć, że kochasz."
disco,"Ja wiem to na pewno, mówiły mi kwiaty na łąkach."
disco,"Podnieś oczy piękne swe, spójrz na moją do ciebie tęsknotę."
disco,"Już nie chowaj twarzy w cień. Popatrz, słońce nam świeci spowrotem."
disco,"Podnieś oczy piękne swe, niech zapłoną w nich gwiazdki nadziei."
disco,"Wiem, że gdzieś na serca dnie leży miłość,"
disco,więc niechaj się spełni.
disco,"Sen, a we śnie ty"
disco,"jak ranna zorza,"
disco,"jak spłoszony ptak,"
disco,jak polny kwiat.
disco,"Ty wznieciłaś w mym sercu ten pożar,"
disco,"nie zgasi go nic,"
disco,"jak teraz mam żyć, bez ciebie być?"
disco,"Taką cię wyśniłem, taką ciebie wymarzyłem,"
disco,"Moja najpiękniejsza, czy cię spotkam, czy też nie?"
disco,"Bliska i daleka, tyle już na ciebie czekam,"
disco,"Gdzie mam ciebie ciebie szukać? Czy istniejesz, któż to wie? /"
disco,"Sny, w nich ciągle ty,"
disco,"wciąż się uśmiechasz,"
disco,"lecz kończy się sen,"
disco,"nastaje dzień,"
disco,ja samotny wciąż
disco,"na ciebie czekam,"
disco,"ja nie chcę już śnić,"
disco,"chcę z tobą być,"
disco,na jawie żyć.
disco,"Taką cię wyśniłem, taką ciebie wymarzyłem,"
disco,"Moja najpiękniejsza, czy cię spotkam, czy też nie?"
disco,"Bliska i daleka, tyle już na ciebie czekam,"
disco,"Gdzie mam ciebie ciebie szukać? Czy istniejesz, któż to wie? /"
disco,"Zabiorę cię na dziką plażę,"
disco,Gdzie złoty piasek i stada mew.
disco,"Wyznam ci szeptem to, o czym marzę."
disco,"Wyznam ci szeptem to, o czym śnię."
disco,"Kochana, wierzę, wierzę w miłość."
disco,"Kochana, wierzę, wierzę w nas. O, o, o..."
disco,"I to, co nam się przydarzyło;"
disco,"Niech trwa po wieczny, wieczny czas."
disco,Wiatr się zaplątał w twą sukienkę.
disco,"Pewnie zazdrości, że ciebie mam;"
disco,A ja zaśpiewam moją piosenkę
disco,I w podarunku tobie ją dam.
disco,"Kochana, wierzę, wierzę w miłość."
disco,"Kochana, wierzę, wierzę w nas. O, o, o..."
disco,"I to, co nam się przydarzyło;"
disco,"Niech trwa po wieczny, wieczny czas."
disco,"O północy zobaczyłem ją,"
disco,"Czy to sen, czy to jawa jest,"
disco,Czy ja śnię? Podajesz mi swą dłoń.
disco,"Czuję ciepło gdy dotykasz mnie,"
disco,"Słyszę Twój głos, słyszę cichy oddech Twój,"
disco,Mówisz mi chodź i prowadzisz mnie.
disco,"Królową bądź Tylko mą,"
disco,"Nie zostawiaj mnie nie odchodź, ze mną bądź"
disco,"Chociaż tą jedną noc, królową mą."
disco,"Królową bądź tylko mą,"
disco,"Ja rycerzem a ty będziesz damą mą,"
disco,"Chociaż tą, jedną noc, królową mą."
disco,"I w pałacu zamieszkamy twym,"
disco,"W Twych komnatach będę służył Ci,"
disco,"I na zawsze mą królową Ty,"
disco,Ja od dzisiaj chcę uwierzyć w sny.
disco,"Słyszę Twój głos, słyszę cichy oddech Twój,"
disco,"Mówisz mi chodź i prowadzisz mnie,"
disco,Królową bądź Tylko mą.
disco,"Nie zostawiaj mnie nie odchodź, ze mną bądź"
disco,"Chociaż tą jedną noc, królową mą."
disco,"Królową bądź tylko mą,"
disco,"Ja rycerzem a ty będziesz damą mą,"
disco,"Chociaż tą, jedną noc, królową mą. /2"
disco,Królową bądź
disco,"Biały miś dla dziewczyny,"
disco,Którą kocham i będę kochał wciąż
disco,Lecz dziewczyna jest już z innym
disco,A ja kocham i będę kochał wciąż
disco,"Hej dziewczyno, spójrz na misia"
disco,"On przypomni, przypomni chłopca Ci"
disco,Nieszczęśliwego białego misia
disco,Który w oczach ma tylko szare łzy
disco,"Płynie czas jak ta rzeka,"
disco,"i nie wrócą, nie wrócą tamte dni."
disco,W moim sercu jest dziś rana
disco,Którą zatrzeć możesz tylko Ty
disco,"Hej dziewczyno, spójrz na misia"
disco,"On przypomni, przypomni chłopca Ci"
disco,Nieszczęśliwego białego misia
disco,Który w oczach ma tylko szare łzy
disco,Jesteś szalona!
disco,"I. Miłość odchodzi – słyszę znów z twoich ust,"
disco,"Zawsze prawda miała jakiś sens,"
disco,"Te dni jak bajka, piękne jak tysiąc róż,"
disco,"Ty się śmiałaś zawsze, no i cześć."
disco,"REF: Jesteś szalona, mówię ci,"
disco,"Zawsze nią byłaś,"
disco,Skończysz wreszcie śnić?
disco,"Nie jesteś aniołem, mówię ci."
disco,Jesteś szalona.
disco,"II. Na pożegnanie dajesz mi uśmiech swój,"
disco,"Gdy odchodzisz wszystko burzy się,"
disco,"Kochałem cię i twe szaleństwa, mocno tak,"
disco,"Ty się śmiałaś zawsze, no i cześć."
disco,"REF: Jesteś szalona, mówię ci..."
disco,"Już sobota, wieczór się zaczyna"
disco,Myśli krążą w głowie odjazdowa dziewczyna
disco,Już niedługo będzie tylko twoja
disco,Pójdzie jak po lodzie potem muza w samochodzie...
disco,"Hej, co za noc!"
disco,Jesteś tylko dla niej bujasz ją
disco,Będziesz mocno tulił aż do rana
disco,"Potem cześć, a w myślach spadaj mała"
disco,"A teraz łapy w górę, ti dabu dibu daj"
disco,"Publika dziś baluje, ti dabu dibu daj"
disco,"Bo tutaj nic nie boli, ti dabu dibu daj"
disco,Się w tańcu nie pierdoli ti dabu dibu daj
disco,To nie koniec dyski nikt nie siada
disco,To początek imprezy wesoła jest zabawa
disco,"Wszyscy tańczą, skaczą i śpiewają"
disco,To publika szaleje mocne driny grzeje
disco,"Hej, co za noc!"
disco,Jesteś tylko dla niej bujasz ją
disco,Będziesz mocno tulił aż do rana
disco,"Potem cześć, a w myślach spadaj mała"
disco,A teraz łapy w górę ti dabu dibu daj
disco,Publika dziś baluje ti dabu dibu daj
disco,Bo tutaj nic nie boli ti dabu dibu daj
disco,Się w tańcu nie pierdoli ti dabu dibu daj
disco,Fajnie furą bujać się
disco,Fajnie trochę kasy mieć
disco,"Bo wiadomo, same lgną"
disco,Dzisiaj będziesz tylko z nią
disco,Myślisz: możesz wszystkie mieć
disco,Zaraz będziesz bawić się
disco,Same przecież tego chcą
disco,"Znów impreza, laski, szkło"
disco,"(Aha) ale numer (he-hee), ale jaja"
disco,"Jeszcze Ci pokażę, masz to u mnie mała"
disco,"(Aha) ale numer (he-hee), ale jaja"
disco,"Kasy się pozbyłem, w zamian nic nie dała (aha)"
disco,"Musisz wiedzieć o tym, że"
disco,One również bawią się
disco,"I czasami bywa tak,"
disco,Laska większy rozum ma
disco,"(Aha) ale numer (he-hee), ale jaja"
disco,"Jeszcze Ci pokażę, masz to u mnie mała"
disco,"(Aha) Ale numer (he-hee), ale jaja"
disco,"Kasy się pozbyłem, w zamian nic nie dała"
disco,"Żal, żal za dziewczyną"
disco,Za zieloną Ukrainą
disco,"Żal, żal serce płacze"
disco,Że jej więcej nie zobaczę
disco,"Hej, hej, hej sokoły"
disco,"Omijajcie góry, lasy, doły"
disco,"Dzwoń, dzwoń, dzwoń dzwoneczku"
disco,Mój stepowy skowroneczku
disco,"Hej, hej, hej sokoły"
disco,"Omijajcie góry, lasy, doły"
disco,"Dzwoń, dzwoń, dzwoń dzwoneczku"
disco,"Mój stepowy skowroneczku, dzwoń, dzwoń"
disco,Ona jedna tam została
disco,Jaskółeczka moja mała
disco,A ja tutaj w obcej stronie
disco,Dniem i nocą myślę o niej
disco,"Hej, hej, hej sokoły"
disco,"Omijajcie góry, lasy, doły"
disco,"Dzwoń, dzwoń, dzwoń dzwoneczku"
disco,Mój stepowy skowroneczku
disco,"Hej, hej, hej sokoły"
disco,"Omijajcie góry, lasy, doły"
disco,"Dzwoń, dzwoń, dzwoń dzwoneczku"
disco,"Mój stepowy skowroneczku, dzwoń, dzwoń"
disco,"Wina, wina, wina, dajcie"
disco,"A jak umrę, pochowajcie"
disco,Na zielonej Ukrainie
disco,Przy kochanej mej dziewczynie
disco,"Hej, hej, hej sokoły"
disco,"Omijajcie góry, lasy, doły"
disco,"Dzwoń, dzwoń, dzwoń dzwoneczku"
disco,Mój stepowy skowroneczku
disco,"Hej, hej, hej sokoły"
disco,"Omijajcie góry, lasy, doły"
disco,"Dzwoń, dzwoń, dzwoń dzwoneczku"
disco,"Mój stepowy skowroneczku, dzwoń, dzwoń"
disco,"Dziś z kolejnym zatańczysz znów,"
disco,"A więc jednak się nie zmieniłaś,"
disco,"Wszystkich twoich kolegów znam,"
disco,"Wszystkich, których za nos wodziłaś,"
disco,"Kiedy ci będzie wreszcie dość,"
disco,"Czekam na to od lat dziewczyno,"
disco,Kiedy przeszkodzi ci w tym ktoś
disco,I zostaniesz mą jedyną.
disco,Dlaczego ty mi w głowie zawróciłaś?
disco,"Spojrzeniem swoim słodkim mnie zwabiłaś,"
